0,1,2,3,4
0.641025641025641,0.43589743589743585,0.16666666666666663,0.01282051282051282,0.0
0.6153846153846154,0.37179487179487175,0.16666666666666663,0.01282051282051282,0.0
0.5897435897435898,0.3974358974358974,0.15384615384615383,0.01282051282051282,0.0
0.5769230769230769,0.3846153846153846,0.17948717948717946,0.01282051282051282,0.0
0.6282051282051282,0.4487179487179487,0.16666666666666663,0.01282051282051282,0.0
0.6794871794871795,0.4871794871794871,0.2051282051282051,0.038461538461538464,0.0
0.5769230769230769,0.423076923076923,0.16666666666666663,0.025641025641025637,0.0
0.6282051282051282,0.423076923076923,0.17948717948717946,0.01282051282051282,0.0
0.5512820512820513,0.3589743589743589,0.16666666666666663,0.01282051282051282,0.0
0.6153846153846154,0.3846153846153846,0.17948717948717946,0.0,0.0
0.6794871794871795,0.4615384615384615,0.17948717948717946,0.01282051282051282,0.0
0.6025641025641025,0.423076923076923,0.1923076923076923,0.01282051282051282,0.0
0.6025641025641025,0.37179487179487175,0.16666666666666663,0.0,0.0
0.5384615384615384,0.37179487179487175,0.1282051282051282,0.0,0.0
0.7307692307692307,0.49999999999999994,0.141025641025641,0.01282051282051282,0.0
0.717948717948718,0.5512820512820513,0.17948717948717946,0.038461538461538464,0.0
0.6794871794871795,0.4871794871794871,0.15384615384615383,0.038461538461538464,0.0
0.641025641025641,0.43589743589743585,0.16666666666666663,0.025641025641025637,0.0
0.717948717948718,0.4743589743589743,0.2051282051282051,0.025641025641025637,0.0
0.641025641025641,0.4743589743589743,0.17948717948717946,0.025641025641025637,0.0
0.6794871794871795,0.423076923076923,0.2051282051282051,0.01282051282051282,0.0
0.641025641025641,0.4615384615384615,0.17948717948717946,0.038461538461538464,0.0
0.5769230769230769,0.4487179487179487,0.11538461538461538,0.01282051282051282,0.0
0.641025641025641,0.4102564102564102,0.2051282051282051,0.05128205128205128,0.0
0.6025641025641025,0.423076923076923,0.23076923076923073,0.01282051282051282,0.0
0.6282051282051282,0.37179487179487175,0.1923076923076923,0.01282051282051282,0.0
0.6282051282051282,0.423076923076923,0.1923076923076923,0.038461538461538464,0.0
0.6538461538461539,0.43589743589743585,0.17948717948717946,0.01282051282051282,0.0
